image_id,image_ids,relative_path,relative_paths,event_id,source_class,split_set,label,is_defective,scenario_id,dataset_version,manifest_version,gt_mask_path,oracle_verdict,train_eligible,train_eligibility_source,quarantine_reason
iqa_casting_b69c8d14fd0d64e1,iqa_casting_b69c8d14fd0d64e1,Casting_class2/train/good/2022-02-15_16_19_31_372_1_3.jpg,Casting_class2/train/good/2022-02-15_16_19_31_372_1_3.jpg,sim_event_06e935abc3a4,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_bc923f242a7e7c84,iqa_casting_bc923f242a7e7c84,Casting_class3/train/good/2022-02-15_16_19_31_372_2_1.jpg,Casting_class3/train/good/2022-02-15_16_19_31_372_2_1.jpg,sim_event_d7012b3fafef,Casting_class3,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_e38b663f15ef62c3,iqa_casting_e38b663f15ef62c3,Casting_class3/train/good/2022-02-15_16_19_31_372_3_2.jpg,Casting_class3/train/good/2022-02-15_16_19_31_372_3_2.jpg,sim_event_d7012b3fafef,Casting_class3,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_06c86ddbe869e82d,iqa_casting_06c86ddbe869e82d,Casting_class3/train/good/2022-02-15_16_19_31_372_3_3.jpg,Casting_class3/train/good/2022-02-15_16_19_31_372_3_3.jpg,sim_event_d7012b3fafef,Casting_class3,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_60198f95f76ac00f,iqa_casting_60198f95f76ac00f,Casting_class2/train/good/2022-02-15_16_39_18_142_1_1.jpg,Casting_class2/train/good/2022-02-15_16_39_18_142_1_1.jpg,sim_event_7ecb27616449,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_29c766aa2b63bc33,iqa_casting_29c766aa2b63bc33,Casting_class2/train/good/2022-02-15_16_39_18_142_1_2.jpg,Casting_class2/train/good/2022-02-15_16_39_18_142_1_2.jpg,sim_event_7ecb27616449,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_7f66db905150d74f,iqa_casting_7f66db905150d74f,Casting_class2/train/good/2022-02-15_16_39_18_142_1_3.jpg,Casting_class2/train/good/2022-02-15_16_39_18_142_1_3.jpg,sim_event_7ecb27616449,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_422340a421d0ed68,iqa_casting_422340a421d0ed68,Casting_class2/train/good/2022-02-15_16_40_55_623_1_1.jpg,Casting_class2/train/good/2022-02-15_16_40_55_623_1_1.jpg,sim_event_f100c9296374,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_abe6daacfa4793b9,iqa_casting_abe6daacfa4793b9,Casting_class2/train/good/2022-02-15_16_40_55_623_1_2.jpg,Casting_class2/train/good/2022-02-15_16_40_55_623_1_2.jpg,sim_event_f100c9296374,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_19cc9241a3ac9dd1,iqa_casting_19cc9241a3ac9dd1,Casting_class2/train/good/2022-02-15_16_40_55_623_2_1.jpg,Casting_class2/train/good/2022-02-15_16_40_55_623_2_1.jpg,sim_event_f100c9296374,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_d6d1bb3516a241f4,iqa_casting_d6d1bb3516a241f4,Casting_class2/train/good/2022-02-15_16_40_55_623_2_2.jpg,Casting_class2/train/good/2022-02-15_16_40_55_623_2_2.jpg,sim_event_f100c9296374,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_75648ada16c9f88d,iqa_casting_75648ada16c9f88d,Casting_class2/train/good/2022-02-15_16_41_35_200_1_1.jpg,Casting_class2/train/good/2022-02-15_16_41_35_200_1_1.jpg,sim_event_99d046b70dfc,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_66571cdf0c4c8a7d,iqa_casting_66571cdf0c4c8a7d,Casting_class2/train/good/2022-02-15_16_41_35_200_1_2.jpg,Casting_class2/train/good/2022-02-15_16_41_35_200_1_2.jpg,sim_event_99d046b70dfc,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_dd1aa81d665874ae,iqa_casting_dd1aa81d665874ae,Casting_class2/train/good/2022-02-15_16_41_35_200_1_3.jpg,Casting_class2/train/good/2022-02-15_16_41_35_200_1_3.jpg,sim_event_99d046b70dfc,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_9fd65519266481e8,iqa_casting_9fd65519266481e8,Casting_class2/train/good/2022-02-15_16_43_30_105_1_1.jpg,Casting_class2/train/good/2022-02-15_16_43_30_105_1_1.jpg,sim_event_3f0ea977279b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_0218bd9ecb816015,iqa_casting_0218bd9ecb816015,Casting_class2/train/good/2022-02-15_16_43_30_105_1_2.jpg,Casting_class2/train/good/2022-02-15_16_43_30_105_1_2.jpg,sim_event_3f0ea977279b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_09412618de62c32e,iqa_casting_09412618de62c32e,Casting_class2/train/good/2022-02-15_16_43_30_105_1_3.jpg,Casting_class2/train/good/2022-02-15_16_43_30_105_1_3.jpg,sim_event_3f0ea977279b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_413c57eb7760f2a9,iqa_casting_413c57eb7760f2a9,Casting_class2/train/good/2022-02-16_09_17_30_714_1_1.jpg,Casting_class2/train/good/2022-02-16_09_17_30_714_1_1.jpg,sim_event_c1a259b0125d,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_4fde122ededd50ad,iqa_casting_4fde122ededd50ad,Casting_class2/train/good/2022-02-16_09_17_30_714_1_2.jpg,Casting_class2/train/good/2022-02-16_09_17_30_714_1_2.jpg,sim_event_c1a259b0125d,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_a0495744a916e6a0,iqa_casting_a0495744a916e6a0,Casting_class2/train/good/2022-02-16_09_17_30_714_1_3.jpg,Casting_class2/train/good/2022-02-16_09_17_30_714_1_3.jpg,sim_event_c1a259b0125d,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_293dfd77add80fe5,iqa_casting_293dfd77add80fe5,Casting_class2/train/good/2022-02-16_09_27_49_525_1_1.jpg,Casting_class2/train/good/2022-02-16_09_27_49_525_1_1.jpg,sim_event_e4c27a6853e4,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_0a3e4c6dfbc86e2c,iqa_casting_0a3e4c6dfbc86e2c,Casting_class2/train/good/2022-02-16_09_27_49_525_1_2.jpg,Casting_class2/train/good/2022-02-16_09_27_49_525_1_2.jpg,sim_event_e4c27a6853e4,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_3acfcbb0ab4ae5a0,iqa_casting_3acfcbb0ab4ae5a0,Casting_class2/train/good/2022-02-16_09_27_49_525_1_3.jpg,Casting_class2/train/good/2022-02-16_09_27_49_525_1_3.jpg,sim_event_e4c27a6853e4,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_5f1844f113f93a92,iqa_casting_5f1844f113f93a92,Casting_class2/train/good/2022-02-16_09_32_46_532_1_1.jpg,Casting_class2/train/good/2022-02-16_09_32_46_532_1_1.jpg,sim_event_bb79acf236b6,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_fb882a993450aeb9,iqa_casting_fb882a993450aeb9,Casting_class2/train/good/2022-02-16_09_32_46_532_1_2.jpg,Casting_class2/train/good/2022-02-16_09_32_46_532_1_2.jpg,sim_event_bb79acf236b6,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_69d154f2c0da26d7,iqa_casting_69d154f2c0da26d7,Casting_class2/train/good/2022-02-16_09_32_46_532_2_1.jpg,Casting_class2/train/good/2022-02-16_09_32_46_532_2_1.jpg,sim_event_bb79acf236b6,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_6800d7d113da1a14,iqa_casting_6800d7d113da1a14,Casting_class2/train/good/2022-02-16_09_32_46_532_2_2.jpg,Casting_class2/train/good/2022-02-16_09_32_46_532_2_2.jpg,sim_event_bb79acf236b6,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_365b33706d04d31f,iqa_casting_365b33706d04d31f,Casting_class2/train/good/2022-02-16_09_40_39_157_1_1.jpg,Casting_class2/train/good/2022-02-16_09_40_39_157_1_1.jpg,sim_event_e2694d3533f7,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_c2179eff99a76db9,iqa_casting_c2179eff99a76db9,Casting_class2/train/good/2022-02-16_09_40_39_157_1_2.jpg,Casting_class2/train/good/2022-02-16_09_40_39_157_1_2.jpg,sim_event_e2694d3533f7,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_797089d1309aee45,iqa_casting_797089d1309aee45,Casting_class2/train/good/2022-02-16_10_06_15_123_1_1.jpg,Casting_class2/train/good/2022-02-16_10_06_15_123_1_1.jpg,sim_event_23e933127a39,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_8b22ba08ebf982d3,iqa_casting_8b22ba08ebf982d3,Casting_class2/train/good/2022-02-16_10_06_15_123_1_2.jpg,Casting_class2/train/good/2022-02-16_10_06_15_123_1_2.jpg,sim_event_23e933127a39,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_91bd93c07c139f4d,iqa_casting_91bd93c07c139f4d,Casting_class2/train/good/2022-02-16_10_06_15_123_1_3.jpg,Casting_class2/train/good/2022-02-16_10_06_15_123_1_3.jpg,sim_event_23e933127a39,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_14a9b31a1f0edf74,iqa_casting_14a9b31a1f0edf74,Casting_class2/train/good/2022-02-16_10_09_30_989_1_2.jpg,Casting_class2/train/good/2022-02-16_10_09_30_989_1_2.jpg,sim_event_6c5411854011,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_22c580db61d2a9c4,iqa_casting_22c580db61d2a9c4,Casting_class2/train/good/2022-02-16_10_09_30_989_2_1.jpg,Casting_class2/train/good/2022-02-16_10_09_30_989_2_1.jpg,sim_event_6c5411854011,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_a5074d8813f614df,iqa_casting_a5074d8813f614df,Casting_class2/train/good/2022-02-16_10_12_58_351_1_1.jpg,Casting_class2/train/good/2022-02-16_10_12_58_351_1_1.jpg,sim_event_7ed17cb4565b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_4db37cca1eb9cb80,iqa_casting_4db37cca1eb9cb80,Casting_class2/train/good/2022-02-16_10_12_58_351_1_2.jpg,Casting_class2/train/good/2022-02-16_10_12_58_351_1_2.jpg,sim_event_7ed17cb4565b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_b5a3b2a71414f759,iqa_casting_b5a3b2a71414f759,Casting_class2/train/good/2022-02-16_10_12_58_351_1_3.jpg,Casting_class2/train/good/2022-02-16_10_12_58_351_1_3.jpg,sim_event_7ed17cb4565b,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_9b08b2e96317a265,iqa_casting_9b08b2e96317a265,Casting_class2/train/good/2022-02-16_10_36_25_167_1_1.jpg,Casting_class2/train/good/2022-02-16_10_36_25_167_1_1.jpg,sim_event_8a401cb18ffc,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_06151374b2b75771,iqa_casting_06151374b2b75771,Casting_class2/train/good/2022-02-16_10_36_25_167_1_2.jpg,Casting_class2/train/good/2022-02-16_10_36_25_167_1_2.jpg,sim_event_8a401cb18ffc,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_2ebbee25b1922236,iqa_casting_2ebbee25b1922236,Casting_class2/train/good/2022-02-16_10_39_51_363_1_2.jpg,Casting_class2/train/good/2022-02-16_10_39_51_363_1_2.jpg,sim_event_0e39419e49aa,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_0928fbc1195d2da3,iqa_casting_0928fbc1195d2da3,Casting_class2/train/good/2022-02-16_13_29_46_711_1_2.jpg,Casting_class2/train/good/2022-02-16_13_29_46_711_1_2.jpg,sim_event_e6be3f62a39e,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
iqa_casting_bcbe47500e7a8292,iqa_casting_bcbe47500e7a8292,Casting_class2/train/good/2022-02-16_13_29_46_711_2_1.jpg,Casting_class2/train/good/2022-02-16_13_29_46_711_2_1.jpg,sim_event_e6be3f62a39e,Casting_class2,production_replay_natural,good,False,production_replay_natural,feature_ae_good_mvp_v001,feature_ae_good_v002_manifest_v001,,conforme,True,oracle_gt,
