image_id,image_ids,relative_path,relative_paths,event_id,source_class,split_set,label,is_defective,scenario_id,dataset_version,manifest_version,gt_mask_path,oracle_verdict,train_eligible,train_eligibility_source,quarantine_reason
iqa_casting_441b152d2bcbccfa,iqa_casting_441b152d2bcbccfa,Casting_class1/train/good/2022-02-18_09_25_20_533_2_3.jpg,Casting_class1/train/good/2022-02-18_09_25_20_533_2_3.jpg,sim_event_fd4986dcb113,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_28264fcd0a88e3e2,iqa_casting_28264fcd0a88e3e2,Casting_class1/train/good/2022-02-18_10_29_53_504_1_2.jpg,Casting_class1/train/good/2022-02-18_10_29_53_504_1_2.jpg,sim_event_100dcb34a503,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_94470c18975b9125,iqa_casting_94470c18975b9125,Casting_class1/train/good/2022-02-18_10_29_53_504_1_3.jpg,Casting_class1/train/good/2022-02-18_10_29_53_504_1_3.jpg,sim_event_100dcb34a503,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_bc6f972259744ddf,iqa_casting_bc6f972259744ddf,Casting_class1/train/good/2022-02-18_10_29_53_504_2_3.jpg,Casting_class1/train/good/2022-02-18_10_29_53_504_2_3.jpg,sim_event_100dcb34a503,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_1e967d30e1c9cacd,iqa_casting_1e967d30e1c9cacd,Casting_class1/train/good/2022-02-18_10_34_00_908_1_2.jpg,Casting_class1/train/good/2022-02-18_10_34_00_908_1_2.jpg,sim_event_4cf965cedfa6,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_5e10cc237878b3f9,iqa_casting_5e10cc237878b3f9,Casting_class1/train/good/2022-02-18_10_34_00_908_1_3.jpg,Casting_class1/train/good/2022-02-18_10_34_00_908_1_3.jpg,sim_event_4cf965cedfa6,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_8fcd47b13ba0fd76,iqa_casting_8fcd47b13ba0fd76,Casting_class1/train/good/2022-02-18_10_34_00_908_2_3.jpg,Casting_class1/train/good/2022-02-18_10_34_00_908_2_3.jpg,sim_event_4cf965cedfa6,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_b49d65da466a9d27,iqa_casting_b49d65da466a9d27,Casting_class1/train/good/2022-02-18_10_41_02_417_1_2.jpg,Casting_class1/train/good/2022-02-18_10_41_02_417_1_2.jpg,sim_event_6985db6dbff1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_5026fef1c1221f9d,iqa_casting_5026fef1c1221f9d,Casting_class1/train/good/2022-02-18_10_41_02_417_1_3.jpg,Casting_class1/train/good/2022-02-18_10_41_02_417_1_3.jpg,sim_event_6985db6dbff1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_282976ebfd3f794f,iqa_casting_282976ebfd3f794f,Casting_class1/train/good/2022-02-18_10_41_02_417_2_3.jpg,Casting_class1/train/good/2022-02-18_10_41_02_417_2_3.jpg,sim_event_6985db6dbff1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_847a76ae5b0e92bf,iqa_casting_847a76ae5b0e92bf,Casting_class1/train/good/2022-02-18_10_45_01_532_1_2.jpg,Casting_class1/train/good/2022-02-18_10_45_01_532_1_2.jpg,sim_event_d2370d88c794,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_b81362341a839f8a,iqa_casting_b81362341a839f8a,Casting_class1/train/good/2022-02-18_10_45_01_532_1_3.jpg,Casting_class1/train/good/2022-02-18_10_45_01_532_1_3.jpg,sim_event_d2370d88c794,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_34a9072e983ee2cd,iqa_casting_34a9072e983ee2cd,Casting_class1/train/good/2022-02-18_10_45_01_532_2_3.jpg,Casting_class1/train/good/2022-02-18_10_45_01_532_2_3.jpg,sim_event_d2370d88c794,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_7b03cfba14891384,iqa_casting_7b03cfba14891384,Casting_class1/train/good/2022-02-18_10_51_36_789_1_2.jpg,Casting_class1/train/good/2022-02-18_10_51_36_789_1_2.jpg,sim_event_df077a19f365,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_5874df8e0bba4718,iqa_casting_5874df8e0bba4718,Casting_class1/train/good/2022-02-18_10_51_36_789_1_3.jpg,Casting_class1/train/good/2022-02-18_10_51_36_789_1_3.jpg,sim_event_df077a19f365,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_8887928afe20972b,iqa_casting_8887928afe20972b,Casting_class1/train/good/2022-02-18_10_51_36_789_2_3.jpg,Casting_class1/train/good/2022-02-18_10_51_36_789_2_3.jpg,sim_event_df077a19f365,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_5ec759b37b9a2b9c,iqa_casting_5ec759b37b9a2b9c,Casting_class1/train/good/2022-02-18_10_55_35_015_1_2.jpg,Casting_class1/train/good/2022-02-18_10_55_35_015_1_2.jpg,sim_event_201fbcfd1a83,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_e6cbec5dfcff7dbb,iqa_casting_e6cbec5dfcff7dbb,Casting_class1/train/good/2022-02-18_10_55_35_015_1_3.jpg,Casting_class1/train/good/2022-02-18_10_55_35_015_1_3.jpg,sim_event_201fbcfd1a83,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_2a50db753d394bb4,iqa_casting_2a50db753d394bb4,Casting_class1/train/good/2022-02-18_10_55_35_015_2_3.jpg,Casting_class1/train/good/2022-02-18_10_55_35_015_2_3.jpg,sim_event_201fbcfd1a83,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_03c0b48ec0c88f9f,iqa_casting_03c0b48ec0c88f9f,Casting_class1/train/good/2022-02-18_10_59_41_854_1_2.jpg,Casting_class1/train/good/2022-02-18_10_59_41_854_1_2.jpg,sim_event_3c201d12085a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_ecdb88700c4d7c55,iqa_casting_ecdb88700c4d7c55,Casting_class1/train/good/2022-02-18_10_59_41_854_1_3.jpg,Casting_class1/train/good/2022-02-18_10_59_41_854_1_3.jpg,sim_event_3c201d12085a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_c78b3f2f84befaeb,iqa_casting_c78b3f2f84befaeb,Casting_class1/train/good/2022-02-18_10_59_41_854_2_3.jpg,Casting_class1/train/good/2022-02-18_10_59_41_854_2_3.jpg,sim_event_3c201d12085a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_3f1220fb9b864252,iqa_casting_3f1220fb9b864252,Casting_class1/train/good/2022-02-18_11_03_44_165_1_2.jpg,Casting_class1/train/good/2022-02-18_11_03_44_165_1_2.jpg,sim_event_41b7d571c7e1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_48203c3413e63f7d,iqa_casting_48203c3413e63f7d,Casting_class1/train/good/2022-02-18_11_03_44_165_1_3.jpg,Casting_class1/train/good/2022-02-18_11_03_44_165_1_3.jpg,sim_event_41b7d571c7e1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_f13b61642b90abc6,iqa_casting_f13b61642b90abc6,Casting_class1/train/good/2022-02-18_11_03_44_165_2_3.jpg,Casting_class1/train/good/2022-02-18_11_03_44_165_2_3.jpg,sim_event_41b7d571c7e1,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_4eeae8a10c486c50,iqa_casting_4eeae8a10c486c50,Casting_class1/train/good/2022-02-18_11_39_06_599_1_2.jpg,Casting_class1/train/good/2022-02-18_11_39_06_599_1_2.jpg,sim_event_dbdaf2e7650c,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_231a859071b84640,iqa_casting_231a859071b84640,Casting_class1/train/good/2022-02-18_11_39_06_599_1_3.jpg,Casting_class1/train/good/2022-02-18_11_39_06_599_1_3.jpg,sim_event_dbdaf2e7650c,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_3bfc4f52f7e3a40e,iqa_casting_3bfc4f52f7e3a40e,Casting_class1/train/good/2022-02-18_11_39_06_599_2_3.jpg,Casting_class1/train/good/2022-02-18_11_39_06_599_2_3.jpg,sim_event_dbdaf2e7650c,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_cb0b397b9ec823f1,iqa_casting_cb0b397b9ec823f1,Casting_class1/train/good/2022-02-18_11_39_48_227_1_2.jpg,Casting_class1/train/good/2022-02-18_11_39_48_227_1_2.jpg,sim_event_2ea90443761f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_2eceb894a63d192f,iqa_casting_2eceb894a63d192f,Casting_class1/train/good/2022-02-18_11_39_48_227_1_3.jpg,Casting_class1/train/good/2022-02-18_11_39_48_227_1_3.jpg,sim_event_2ea90443761f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_76f8f416bdf26f1f,iqa_casting_76f8f416bdf26f1f,Casting_class1/train/good/2022-02-18_11_39_48_227_2_3.jpg,Casting_class1/train/good/2022-02-18_11_39_48_227_2_3.jpg,sim_event_2ea90443761f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_80cd6887c057cdb7,iqa_casting_80cd6887c057cdb7,Casting_class1/train/good/2022-02-18_11_43_26_746_1_2.jpg,Casting_class1/train/good/2022-02-18_11_43_26_746_1_2.jpg,sim_event_1e9455872201,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_62865d6f1207b9ea,iqa_casting_62865d6f1207b9ea,Casting_class1/train/good/2022-02-18_11_43_26_746_1_3.jpg,Casting_class1/train/good/2022-02-18_11_43_26_746_1_3.jpg,sim_event_1e9455872201,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_2e6dde5a26155e08,iqa_casting_2e6dde5a26155e08,Casting_class1/train/good/2022-02-18_11_43_26_746_2_3.jpg,Casting_class1/train/good/2022-02-18_11_43_26_746_2_3.jpg,sim_event_1e9455872201,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_4b4cc85ab7126c80,iqa_casting_4b4cc85ab7126c80,Casting_class1/train/good/2022-02-18_11_47_43_699_1_2.jpg,Casting_class1/train/good/2022-02-18_11_47_43_699_1_2.jpg,sim_event_ceb1e3be104b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_86e041654d0943ba,iqa_casting_86e041654d0943ba,Casting_class1/train/good/2022-02-18_11_47_43_699_1_3.jpg,Casting_class1/train/good/2022-02-18_11_47_43_699_1_3.jpg,sim_event_ceb1e3be104b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_d02ec0c1fa56bb78,iqa_casting_d02ec0c1fa56bb78,Casting_class1/train/good/2022-02-18_11_47_43_699_2_3.jpg,Casting_class1/train/good/2022-02-18_11_47_43_699_2_3.jpg,sim_event_ceb1e3be104b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_4407a33038658a48,iqa_casting_4407a33038658a48,Casting_class1/train/good/2022-02-18_11_51_07_490_1_2.jpg,Casting_class1/train/good/2022-02-18_11_51_07_490_1_2.jpg,sim_event_157b3d6d6bdb,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_21be3681b8ca6c8b,iqa_casting_21be3681b8ca6c8b,Casting_class1/train/good/2022-02-18_11_51_07_490_1_3.jpg,Casting_class1/train/good/2022-02-18_11_51_07_490_1_3.jpg,sim_event_157b3d6d6bdb,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_8338e76d321e2405,iqa_casting_8338e76d321e2405,Casting_class1/train/good/2022-02-18_11_51_07_490_2_3.jpg,Casting_class1/train/good/2022-02-18_11_51_07_490_2_3.jpg,sim_event_157b3d6d6bdb,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_a925aeee383eaf1a,iqa_casting_a925aeee383eaf1a,Casting_class1/train/good/2022-02-18_11_51_44_351_1_2.jpg,Casting_class1/train/good/2022-02-18_11_51_44_351_1_2.jpg,sim_event_34ea7f7211c3,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_08ae95f4f83bbbdd,iqa_casting_08ae95f4f83bbbdd,Casting_class1/train/good/2022-02-18_11_51_44_351_1_3.jpg,Casting_class1/train/good/2022-02-18_11_51_44_351_1_3.jpg,sim_event_34ea7f7211c3,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_cac2c0c599f5edc3,iqa_casting_cac2c0c599f5edc3,Casting_class1/train/good/2022-02-18_11_51_44_351_2_3.jpg,Casting_class1/train/good/2022-02-18_11_51_44_351_2_3.jpg,sim_event_34ea7f7211c3,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_64202bb602035f85,iqa_casting_64202bb602035f85,Casting_class1/train/good/2022-02-18_12_04_38_120_1_2.jpg,Casting_class1/train/good/2022-02-18_12_04_38_120_1_2.jpg,sim_event_e55ef0bdfa5b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_c8a8a028835c6777,iqa_casting_c8a8a028835c6777,Casting_class1/train/good/2022-02-18_12_04_38_120_1_3.jpg,Casting_class1/train/good/2022-02-18_12_04_38_120_1_3.jpg,sim_event_e55ef0bdfa5b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_185faeed1a88f32d,iqa_casting_185faeed1a88f32d,Casting_class1/train/good/2022-02-18_12_04_38_120_2_3.jpg,Casting_class1/train/good/2022-02-18_12_04_38_120_2_3.jpg,sim_event_e55ef0bdfa5b,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_8b1892d27a85bac1,iqa_casting_8b1892d27a85bac1,Casting_class1/train/good/2022-02-18_12_05_20_086_1_2.jpg,Casting_class1/train/good/2022-02-18_12_05_20_086_1_2.jpg,sim_event_8855fe10ee8a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_9e4c1202601ea0d0,iqa_casting_9e4c1202601ea0d0,Casting_class1/train/good/2022-02-18_12_05_20_086_1_3.jpg,Casting_class1/train/good/2022-02-18_12_05_20_086_1_3.jpg,sim_event_8855fe10ee8a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_4f4ed3e05bcb6ca0,iqa_casting_4f4ed3e05bcb6ca0,Casting_class1/train/good/2022-02-18_12_05_20_086_2_3.jpg,Casting_class1/train/good/2022-02-18_12_05_20_086_2_3.jpg,sim_event_8855fe10ee8a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_dfd11cb29e7ed618,iqa_casting_dfd11cb29e7ed618,Casting_class1/train/good/2022-02-18_12_07_34_912_1_2.jpg,Casting_class1/train/good/2022-02-18_12_07_34_912_1_2.jpg,sim_event_e734320d1360,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_65232db014df3425,iqa_casting_65232db014df3425,Casting_class1/train/good/2022-02-18_12_07_34_912_1_3.jpg,Casting_class1/train/good/2022-02-18_12_07_34_912_1_3.jpg,sim_event_e734320d1360,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_672bb09069d1514c,iqa_casting_672bb09069d1514c,Casting_class1/train/good/2022-02-18_12_07_34_912_2_3.jpg,Casting_class1/train/good/2022-02-18_12_07_34_912_2_3.jpg,sim_event_e734320d1360,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_8ecfcf89fb245cfc,iqa_casting_8ecfcf89fb245cfc,Casting_class1/train/good/2022-02-18_12_20_29_924_1_2.jpg,Casting_class1/train/good/2022-02-18_12_20_29_924_1_2.jpg,sim_event_ba8a74836a48,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_c8b40379a887bb45,iqa_casting_c8b40379a887bb45,Casting_class1/train/good/2022-02-18_12_20_29_924_1_3.jpg,Casting_class1/train/good/2022-02-18_12_20_29_924_1_3.jpg,sim_event_ba8a74836a48,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_d7abecc8c29935b2,iqa_casting_d7abecc8c29935b2,Casting_class1/train/good/2022-02-18_12_20_29_924_2_3.jpg,Casting_class1/train/good/2022-02-18_12_20_29_924_2_3.jpg,sim_event_ba8a74836a48,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_9c3eda21e4581f16,iqa_casting_9c3eda21e4581f16,Casting_class1/train/good/2022-02-18_12_20_56_962_1_2.jpg,Casting_class1/train/good/2022-02-18_12_20_56_962_1_2.jpg,sim_event_334fb827549a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_ddce79a55f87c559,iqa_casting_ddce79a55f87c559,Casting_class1/train/good/2022-02-18_12_20_56_962_1_3.jpg,Casting_class1/train/good/2022-02-18_12_20_56_962_1_3.jpg,sim_event_334fb827549a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_31ca9513f8a68555,iqa_casting_31ca9513f8a68555,Casting_class1/train/good/2022-02-18_12_20_56_962_2_3.jpg,Casting_class1/train/good/2022-02-18_12_20_56_962_2_3.jpg,sim_event_334fb827549a,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_dd417ab6047893b8,iqa_casting_dd417ab6047893b8,Casting_class1/train/good/2022-02-18_12_29_03_690_1_2.jpg,Casting_class1/train/good/2022-02-18_12_29_03_690_1_2.jpg,sim_event_ed61553eb00f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_40c48f440203e6cf,iqa_casting_40c48f440203e6cf,Casting_class1/train/good/2022-02-18_12_29_03_690_1_3.jpg,Casting_class1/train/good/2022-02-18_12_29_03_690_1_3.jpg,sim_event_ed61553eb00f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_50d9d44a16504ba7,iqa_casting_50d9d44a16504ba7,Casting_class1/train/good/2022-02-18_12_29_03_690_2_3.jpg,Casting_class1/train/good/2022-02-18_12_29_03_690_2_3.jpg,sim_event_ed61553eb00f,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
iqa_casting_d56ec092d636fe11,iqa_casting_d56ec092d636fe11,Casting_class1/train/good/2022-02-18_12_32_26_109_1_2.jpg,Casting_class1/train/good/2022-02-18_12_32_26_109_1_2.jpg,sim_event_e049f869addc,Casting_class1,production_replay_natural,good,False,production_replay_natural,feature_ae_good_v002,feature_ae_good_v002_manifest_v001,,conforme,true,oracle_gt,
