simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version,gt_mask_paths
sim_event_6e257ef63251,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,11,2026-06-26T10:20:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,4,IQA-PIECEB-FULL-L001-P004-V2,piece_event_54eb03323bf9,Casting_class1:2022-02-18_10_41_02_417#v2,Casting_class1,2022-02-18_10_41_02_417,2022-02-18T10:41:02.417,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_5026fef1c1221f9d,Casting_class1/train/good/2022-02-18_10_41_02_417_1_3.jpg,2026-06-26T10:20:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_54eb03323bf9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_4ce73322dfc7,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,12,2026-06-26T10:22:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,4,IQA-PIECEB-FULL-L001-P004-V3,piece_event_54eb03323bf9,Casting_class1:2022-02-18_10_41_02_417#v3,Casting_class1,2022-02-18_10_41_02_417,2022-02-18T10:41:02.417,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_282976ebfd3f794f,Casting_class1/train/good/2022-02-18_10_41_02_417_2_3.jpg,2026-06-26T10:22:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_54eb03323bf9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_ab4b786c69af,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,13,2026-06-26T10:24:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,5,IQA-PIECEB-FULL-L001-P005-V1,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v1,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_847a76ae5b0e92bf,Casting_class1/train/good/2022-02-18_10_45_01_532_1_2.jpg,2026-06-26T10:24:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_16dcdf62737f,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,14,2026-06-26T10:26:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,5,IQA-PIECEB-FULL-L001-P005-V2,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v2,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_b81362341a839f8a,Casting_class1/train/good/2022-02-18_10_45_01_532_1_3.jpg,2026-06-26T10:26:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_8cafe4aa699e,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,15,2026-06-26T10:28:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,5,IQA-PIECEB-FULL-L001-P005-V3,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v3,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_34a9072e983ee2cd,Casting_class1/train/good/2022-02-18_10_45_01_532_2_3.jpg,2026-06-26T10:28:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_9c3cf4ea18c3,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,16,2026-06-26T10:30:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,6,IQA-PIECEB-FULL-L001-P006-V1,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v1,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_7b03cfba14891384,Casting_class1/train/good/2022-02-18_10_51_36_789_1_2.jpg,2026-06-26T10:30:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_3eb043338083,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_0e5562ca2a84,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,17,2026-06-26T10:32:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,6,IQA-PIECEB-FULL-L001-P006-V2,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v2,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_5874df8e0bba4718,Casting_class1/train/good/2022-02-18_10_51_36_789_1_3.jpg,2026-06-26T10:32:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_3eb043338083,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_e18f3c9010db,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,18,2026-06-26T10:34:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,6,IQA-PIECEB-FULL-L001-P006-V3,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v3,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_8887928afe20972b,Casting_class1/train/good/2022-02-18_10_51_36_789_2_3.jpg,2026-06-26T10:34:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_3eb043338083,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_9ac068e597e1,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,19,2026-06-26T10:36:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,7,IQA-PIECEB-FULL-L001-P007-V1,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v1,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_5ec759b37b9a2b9c,Casting_class1/train/good/2022-02-18_10_55_35_015_1_2.jpg,2026-06-26T10:36:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_6acccf991b76,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,20,2026-06-26T10:38:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,7,IQA-PIECEB-FULL-L001-P007-V2,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v2,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_e6cbec5dfcff7dbb,Casting_class1/train/good/2022-02-18_10_55_35_015_1_3.jpg,2026-06-26T10:38:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_c3bfcc54499c,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,21,2026-06-26T10:40:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,7,IQA-PIECEB-FULL-L001-P007-V3,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v3,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_2a50db753d394bb4,Casting_class1/train/good/2022-02-18_10_55_35_015_2_3.jpg,2026-06-26T10:40:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_d2de94afbb4a,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,22,2026-06-26T10:42:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,8,IQA-PIECEB-FULL-L001-P008-V1,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v1,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_03c0b48ec0c88f9f,Casting_class1/train/good/2022-02-18_10_59_41_854_1_2.jpg,2026-06-26T10:42:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_2b79e4f708df,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,23,2026-06-26T10:44:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,8,IQA-PIECEB-FULL-L001-P008-V2,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v2,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_ecdb88700c4d7c55,Casting_class1/train/good/2022-02-18_10_59_41_854_1_3.jpg,2026-06-26T10:44:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_f63a7568e3fd,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,24,2026-06-26T10:46:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,8,IQA-PIECEB-FULL-L001-P008-V3,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v3,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_c78b3f2f84befaeb,Casting_class1/train/good/2022-02-18_10_59_41_854_2_3.jpg,2026-06-26T10:46:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_b24fc876c18f,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,25,2026-06-26T10:48:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,9,IQA-PIECEB-FULL-L001-P009-V1,piece_event_f3a13ab2a3a0,Casting_class1:2022-02-18_11_03_44_165#v1,Casting_class1,2022-02-18_11_03_44_165,2022-02-18T11:03:44.165,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_3f1220fb9b864252,Casting_class1/train/good/2022-02-18_11_03_44_165_1_2.jpg,2026-06-26T10:48:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f3a13ab2a3a0,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_79f3238b860e,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,26,2026-06-26T10:50:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,9,IQA-PIECEB-FULL-L001-P009-V2,piece_event_f3a13ab2a3a0,Casting_class1:2022-02-18_11_03_44_165#v2,Casting_class1,2022-02-18_11_03_44_165,2022-02-18T11:03:44.165,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_48203c3413e63f7d,Casting_class1/train/good/2022-02-18_11_03_44_165_1_3.jpg,2026-06-26T10:50:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f3a13ab2a3a0,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_ddcf0036926d,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,27,2026-06-26T10:52:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,9,IQA-PIECEB-FULL-L001-P009-V3,piece_event_f3a13ab2a3a0,Casting_class1:2022-02-18_11_03_44_165#v3,Casting_class1,2022-02-18_11_03_44_165,2022-02-18T11:03:44.165,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_f13b61642b90abc6,Casting_class1/train/good/2022-02-18_11_03_44_165_2_3.jpg,2026-06-26T10:52:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_f3a13ab2a3a0,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_a0fdda8f34c7,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,28,2026-06-26T10:54:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,10,IQA-PIECEB-FULL-L001-P010-V1,piece_event_5c8d278a2959,Casting_class1:2022-02-18_11_39_06_599#v1,Casting_class1,2022-02-18_11_39_06_599,2022-02-18T11:39:06.599,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_4eeae8a10c486c50,Casting_class1/train/good/2022-02-18_11_39_06_599_1_2.jpg,2026-06-26T10:54:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_5c8d278a2959,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
sim_event_5a8ad5b91214,production_replay_natural_piece_b_full,production,natural_replay_piece_b_full_v001,False,29,2026-06-26T10:56:00,2026-06-26,day_shift,QC-CASTING-01,IQA-PIECEB-FULL-L001,10,IQA-PIECEB-FULL-L001-P010-V2,piece_event_5c8d278a2959,Casting_class1:2022-02-18_11_39_06_599#v2,Casting_class1,2022-02-18_11_39_06_599,2022-02-18T11:39:06.599,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_231a859071b84640,Casting_class1/train/good/2022-02-18_11_39_06_599_1_3.jpg,2026-06-26T10:56:00,2026-06-26T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_full_v001,piece_event_5c8d278a2959,production_replay_natural_piece_b_full,production_replay_natural_piece_b_full,,casting_flux_replay_plan_piece_b_full_v001,
