simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version
sim_event_34c4c0988cef,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,11,2026-06-15T09:01:35,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,31,IQA-20260615-L001-P031,piece_event_1f75ee8dffc8,Casting_class1:2022-02-18_10_34_00_908,Casting_class1,2022-02-18_10_34_00_908,2022-02-18T10:34:00.908,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_1e967d30e1c9cacd|iqa_casting_5e10cc237878b3f9|iqa_casting_8fcd47b13ba0fd76,Casting_class1/train/good/2022-02-18_10_34_00_908_1_2.jpg|Casting_class1/train/good/2022-02-18_10_34_00_908_1_3.jpg|Casting_class1/train/good/2022-02-18_10_34_00_908_2_3.jpg,2026-06-15T09:01:35,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_34c4c0988cef,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_da26a4c3f1c7,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,12,2026-06-15T09:03:26,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,32,IQA-20260615-L001-P032,piece_event_54eb03323bf9,Casting_class1:2022-02-18_10_41_02_417,Casting_class1,2022-02-18_10_41_02_417,2022-02-18T10:41:02.417,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_b49d65da466a9d27|iqa_casting_5026fef1c1221f9d|iqa_casting_282976ebfd3f794f,Casting_class1/train/good/2022-02-18_10_41_02_417_1_2.jpg|Casting_class1/train/good/2022-02-18_10_41_02_417_1_3.jpg|Casting_class1/train/good/2022-02-18_10_41_02_417_2_3.jpg,2026-06-15T09:03:26,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_da26a4c3f1c7,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_1e62f35e4795,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,13,2026-06-15T09:04:17,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,33,IQA-20260615-L001-P033,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_847a76ae5b0e92bf|iqa_casting_b81362341a839f8a|iqa_casting_34a9072e983ee2cd,Casting_class1/train/good/2022-02-18_10_45_01_532_1_2.jpg|Casting_class1/train/good/2022-02-18_10_45_01_532_1_3.jpg|Casting_class1/train/good/2022-02-18_10_45_01_532_2_3.jpg,2026-06-15T09:04:17,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_1e62f35e4795,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_b65e28f11eb5,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,14,2026-06-15T09:06:46,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,34,IQA-20260615-L001-P034,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_7b03cfba14891384|iqa_casting_5874df8e0bba4718|iqa_casting_8887928afe20972b,Casting_class1/train/good/2022-02-18_10_51_36_789_1_2.jpg|Casting_class1/train/good/2022-02-18_10_51_36_789_1_3.jpg|Casting_class1/train/good/2022-02-18_10_51_36_789_2_3.jpg,2026-06-15T09:06:46,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_b65e28f11eb5,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_00b7ac887986,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,15,2026-06-15T09:07:41,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,35,IQA-20260615-L001-P035,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_5ec759b37b9a2b9c|iqa_casting_e6cbec5dfcff7dbb|iqa_casting_2a50db753d394bb4,Casting_class1/train/good/2022-02-18_10_55_35_015_1_2.jpg|Casting_class1/train/good/2022-02-18_10_55_35_015_1_3.jpg|Casting_class1/train/good/2022-02-18_10_55_35_015_2_3.jpg,2026-06-15T09:07:41,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_00b7ac887986,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_ea751ac9a71e,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,16,2026-06-15T09:09:05,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,36,IQA-20260615-L001-P036,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_03c0b48ec0c88f9f|iqa_casting_ecdb88700c4d7c55|iqa_casting_c78b3f2f84befaeb,Casting_class1/train/good/2022-02-18_10_59_41_854_1_2.jpg|Casting_class1/train/good/2022-02-18_10_59_41_854_1_3.jpg|Casting_class1/train/good/2022-02-18_10_59_41_854_2_3.jpg,2026-06-15T09:09:05,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_ea751ac9a71e,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_74f00ced25e8,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,17,2026-06-15T09:09:55,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,37,IQA-20260615-L001-P037,piece_event_f3a13ab2a3a0,Casting_class1:2022-02-18_11_03_44_165,Casting_class1,2022-02-18_11_03_44_165,2022-02-18T11:03:44.165,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_3f1220fb9b864252|iqa_casting_48203c3413e63f7d|iqa_casting_f13b61642b90abc6,Casting_class1/train/good/2022-02-18_11_03_44_165_1_2.jpg|Casting_class1/train/good/2022-02-18_11_03_44_165_1_3.jpg|Casting_class1/train/good/2022-02-18_11_03_44_165_2_3.jpg,2026-06-15T09:09:55,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_74f00ced25e8,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_b2c2185e6aa3,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,18,2026-06-15T09:10:33,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,38,IQA-20260615-L001-P038,piece_event_5c8d278a2959,Casting_class1:2022-02-18_11_39_06_599,Casting_class1,2022-02-18_11_39_06_599,2022-02-18T11:39:06.599,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_4eeae8a10c486c50|iqa_casting_231a859071b84640|iqa_casting_3bfc4f52f7e3a40e,Casting_class1/train/good/2022-02-18_11_39_06_599_1_2.jpg|Casting_class1/train/good/2022-02-18_11_39_06_599_1_3.jpg|Casting_class1/train/good/2022-02-18_11_39_06_599_2_3.jpg,2026-06-15T09:10:33,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_b2c2185e6aa3,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_ba81da07aab6,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,19,2026-06-15T09:12:17,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,39,IQA-20260615-L001-P039,piece_event_7730a94af569,Casting_class1:2022-02-18_11_39_48_227,Casting_class1,2022-02-18_11_39_48_227,2022-02-18T11:39:48.227,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_cb0b397b9ec823f1|iqa_casting_2eceb894a63d192f|iqa_casting_76f8f416bdf26f1f,Casting_class1/train/good/2022-02-18_11_39_48_227_1_2.jpg|Casting_class1/train/good/2022-02-18_11_39_48_227_1_3.jpg|Casting_class1/train/good/2022-02-18_11_39_48_227_2_3.jpg,2026-06-15T09:12:17,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_ba81da07aab6,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_ac2ddfeac65a,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,20,2026-06-15T09:13:04,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,40,IQA-20260615-L001-P040,piece_event_3b3adac0e40d,Casting_class1:2022-02-18_11_43_26_746,Casting_class1,2022-02-18_11_43_26_746,2022-02-18T11:43:26.746,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_80cd6887c057cdb7|iqa_casting_62865d6f1207b9ea|iqa_casting_2e6dde5a26155e08,Casting_class1/train/good/2022-02-18_11_43_26_746_1_2.jpg|Casting_class1/train/good/2022-02-18_11_43_26_746_1_3.jpg|Casting_class1/train/good/2022-02-18_11_43_26_746_2_3.jpg,2026-06-15T09:13:04,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_ac2ddfeac65a,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_3324f9ac26d5,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,21,2026-06-15T09:28:44,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,41,IQA-20260615-L001-P041,piece_event_f08e55a6eb6b,Casting_class1:2022-02-18_11_47_43_699,Casting_class1,2022-02-18_11_47_43_699,2022-02-18T11:47:43.699,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_4b4cc85ab7126c80|iqa_casting_86e041654d0943ba|iqa_casting_d02ec0c1fa56bb78,Casting_class1/train/good/2022-02-18_11_47_43_699_1_2.jpg|Casting_class1/train/good/2022-02-18_11_47_43_699_1_3.jpg|Casting_class1/train/good/2022-02-18_11_47_43_699_2_3.jpg,2026-06-15T09:28:44,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_3324f9ac26d5,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_14ab1d8934fa,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,22,2026-06-15T09:29:27,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,42,IQA-20260615-L001-P042,piece_event_3bbf463bf89e,Casting_class1:2022-02-18_11_51_07_490,Casting_class1,2022-02-18_11_51_07_490,2022-02-18T11:51:07.490,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_4407a33038658a48|iqa_casting_21be3681b8ca6c8b|iqa_casting_8338e76d321e2405,Casting_class1/train/good/2022-02-18_11_51_07_490_1_2.jpg|Casting_class1/train/good/2022-02-18_11_51_07_490_1_3.jpg|Casting_class1/train/good/2022-02-18_11_51_07_490_2_3.jpg,2026-06-15T09:29:27,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_14ab1d8934fa,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_c33cc9d9cfb0,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,23,2026-06-15T09:31:03,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,43,IQA-20260615-L001-P043,piece_event_3796a7ab2497,Casting_class1:2022-02-18_11_51_44_351,Casting_class1,2022-02-18_11_51_44_351,2022-02-18T11:51:44.351,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_a925aeee383eaf1a|iqa_casting_08ae95f4f83bbbdd|iqa_casting_cac2c0c599f5edc3,Casting_class1/train/good/2022-02-18_11_51_44_351_1_2.jpg|Casting_class1/train/good/2022-02-18_11_51_44_351_1_3.jpg|Casting_class1/train/good/2022-02-18_11_51_44_351_2_3.jpg,2026-06-15T09:31:03,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_c33cc9d9cfb0,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_f37f7f9de230,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,24,2026-06-15T09:32:12,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,44,IQA-20260615-L001-P044,piece_event_89d005d7eeed,Casting_class1:2022-02-18_12_04_38_120,Casting_class1,2022-02-18_12_04_38_120,2022-02-18T12:04:38.120,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_64202bb602035f85|iqa_casting_c8a8a028835c6777|iqa_casting_185faeed1a88f32d,Casting_class1/train/good/2022-02-18_12_04_38_120_1_2.jpg|Casting_class1/train/good/2022-02-18_12_04_38_120_1_3.jpg|Casting_class1/train/good/2022-02-18_12_04_38_120_2_3.jpg,2026-06-15T09:32:12,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_f37f7f9de230,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_764a2e68b910,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,25,2026-06-15T09:36:14,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,45,IQA-20260615-L001-P045,piece_event_289ecd7597ea,Casting_class1:2022-02-18_12_05_20_086,Casting_class1,2022-02-18_12_05_20_086,2022-02-18T12:05:20.086,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_8b1892d27a85bac1|iqa_casting_9e4c1202601ea0d0|iqa_casting_4f4ed3e05bcb6ca0,Casting_class1/train/good/2022-02-18_12_05_20_086_1_2.jpg|Casting_class1/train/good/2022-02-18_12_05_20_086_1_3.jpg|Casting_class1/train/good/2022-02-18_12_05_20_086_2_3.jpg,2026-06-15T09:36:14,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_764a2e68b910,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_c178a8fa6fe0,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,26,2026-06-15T09:38:19,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,46,IQA-20260615-L001-P046,piece_event_ef49f6d310d1,Casting_class1:2022-02-18_12_07_34_912,Casting_class1,2022-02-18_12_07_34_912,2022-02-18T12:07:34.912,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_dfd11cb29e7ed618|iqa_casting_65232db014df3425|iqa_casting_672bb09069d1514c,Casting_class1/train/good/2022-02-18_12_07_34_912_1_2.jpg|Casting_class1/train/good/2022-02-18_12_07_34_912_1_3.jpg|Casting_class1/train/good/2022-02-18_12_07_34_912_2_3.jpg,2026-06-15T09:38:19,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_c178a8fa6fe0,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
sim_event_84453f9df6d6,drift_domain_extension,mlops_stress_test,baseline_domain_class1,False,27,2026-06-15T09:39:41,2026-06-15,day_shift,QC-CASTING-01,IQA-20260615-L001,47,IQA-20260615-L001-P047,piece_event_9d2744b126b1,Casting_class1:2022-02-18_12_20_29_924,Casting_class1,2022-02-18_12_20_29_924,2022-02-18T12:20:29.924,good,False,False,3,Casting_class1,Casting_class1:1_2|Casting_class1:1_3|Casting_class1:2_3,iqa_casting_8ecfcf89fb245cfc|iqa_casting_c8b40379a887bb45|iqa_casting_d7abecc8c29935b2,Casting_class1/train/good/2022-02-18_12_20_29_924_1_2.jpg|Casting_class1/train/good/2022-02-18_12_20_29_924_1_3.jpg|Casting_class1/train/good/2022-02-18_12_20_29_924_2_3.jpg,2026-06-15T09:39:41,2026-06-12T00:00:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_drift_v001,sim_event_84453f9df6d6,drift_domain_extension_v001,drift_domain_extension_v001,,drift_domain_extension_v001
