event_id,event_key,source_class,group_key,source_timestamp,source_date,source_time,split_set,label,is_defective,n_images,source_classes,view_pairs,has_mask,image_ids,relative_paths,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version
piece_event_a2351fc75507,Casting_class3:2022-02-15_13_41_10_881,Casting_class3,2022-02-15_13_41_10_881,2022-02-15T13:41:10.881,2022-02-15,13:41:10.881,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_6650fd4e05c0f0d1|iqa_casting_90558de6b67c8b05|iqa_casting_6135f8e0973ec968,Casting_class3/train/good/2022-02-15_13_41_10_881_2_1.jpg|Casting_class3/train/good/2022-02-15_13_41_10_881_3_2.jpg|Casting_class3/train/good/2022-02-15_13_41_10_881_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a2351fc75507,hss_iad_casting_raw_v1,,,
piece_event_454fe629d3f0,Casting_class1:2022-02-15_13_42_54_185,Casting_class1,2022-02-15_13_42_54_185,2022-02-15T13:42:54.185,2022-02-15,13:42:54.185,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_3d923938eae66acc,Casting_class1/train/good/2022-02-15_13_42_54_185_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_454fe629d3f0,hss_iad_casting_raw_v1,,,
piece_event_e6b0b5831c76,Casting_class2:2022-02-15_13_42_54_185,Casting_class2,2022-02-15_13_42_54_185,2022-02-15T13:42:54.185,2022-02-15,13:42:54.185,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_f0a8e457608f3ea8,Casting_class2/train/good/2022-02-15_13_42_54_185_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_e6b0b5831c76,hss_iad_casting_raw_v1,,,
piece_event_e0d0ec8693ea,Casting_class3:2022-02-15_13_42_54_185,Casting_class3,2022-02-15_13_42_54_185,2022-02-15T13:42:54.185,2022-02-15,13:42:54.185,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_ce1e1e358cc772aa|iqa_casting_52c4aa9140e6c935|iqa_casting_c4537978d4691511,Casting_class3/train/good/2022-02-15_13_42_54_185_2_1.jpg|Casting_class3/train/good/2022-02-15_13_42_54_185_3_2.jpg|Casting_class3/train/good/2022-02-15_13_42_54_185_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_e0d0ec8693ea,hss_iad_casting_raw_v1,,,
piece_event_86660d81c8e4,Casting_class1:2022-02-15_13_46_49_556,Casting_class1,2022-02-15_13_46_49_556,2022-02-15T13:46:49.556,2022-02-15,13:46:49.556,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_713284320d94d63d,Casting_class1/train/good/2022-02-15_13_46_49_556_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_86660d81c8e4,hss_iad_casting_raw_v1,,,
piece_event_a50209aaf76c,Casting_class3:2022-02-15_13_46_49_556,Casting_class3,2022-02-15_13_46_49_556,2022-02-15T13:46:49.556,2022-02-15,13:46:49.556,train,good,False,2,Casting_class3,Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_2b0eecc2db953f69|iqa_casting_0d1832dbbacbb19a,Casting_class3/train/good/2022-02-15_13_46_49_556_3_2.jpg|Casting_class3/train/good/2022-02-15_13_46_49_556_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a50209aaf76c,hss_iad_casting_raw_v1,,,
piece_event_4ea8ff707fc2,Casting_class1:2022-02-15_13_50_02_414,Casting_class1,2022-02-15_13_50_02_414,2022-02-15T13:50:02.414,2022-02-15,13:50:02.414,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_7ffd5f03d7c20892,Casting_class1/train/good/2022-02-15_13_50_02_414_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4ea8ff707fc2,hss_iad_casting_raw_v1,,,
piece_event_1e631f79d937,Casting_class3:2022-02-15_13_50_02_414,Casting_class3,2022-02-15_13_50_02_414,2022-02-15T13:50:02.414,2022-02-15,13:50:02.414,train,good,False,2,Casting_class3,Casting_class3:2_1|Casting_class3:3_3,False,iqa_casting_7a4b903b33d03c0a|iqa_casting_d0d55b9e451a022c,Casting_class3/train/good/2022-02-15_13_50_02_414_2_1.jpg|Casting_class3/train/good/2022-02-15_13_50_02_414_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_1e631f79d937,hss_iad_casting_raw_v1,,,
piece_event_deb4e39aaacd,Casting_class1:2022-02-15_13_58_57_200,Casting_class1,2022-02-15_13_58_57_200,2022-02-15T13:58:57.200,2022-02-15,13:58:57.200,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_f4aeb96081288daa,Casting_class1/train/good/2022-02-15_13_58_57_200_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_deb4e39aaacd,hss_iad_casting_raw_v1,,,
piece_event_4305eaf0e66b,Casting_class2:2022-02-15_13_58_57_200,Casting_class2,2022-02-15_13_58_57_200,2022-02-15T13:58:57.200,2022-02-15,13:58:57.200,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_b9fd0fd91db358df,Casting_class2/train/good/2022-02-15_13_58_57_200_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4305eaf0e66b,hss_iad_casting_raw_v1,,,
piece_event_af4b96faa3f7,Casting_class3:2022-02-15_13_58_57_200,Casting_class3,2022-02-15_13_58_57_200,2022-02-15T13:58:57.200,2022-02-15,13:58:57.200,train,good,False,2,Casting_class3,Casting_class3:2_1|Casting_class3:3_3,False,iqa_casting_ee7a447035374c9e|iqa_casting_9a59ddb2ce8271c9,Casting_class3/train/good/2022-02-15_13_58_57_200_2_1.jpg|Casting_class3/train/good/2022-02-15_13_58_57_200_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_af4b96faa3f7,hss_iad_casting_raw_v1,,,
piece_event_c1552bb8f688,Casting_class1:2022-02-15_14_00_10_765,Casting_class1,2022-02-15_14_00_10_765,2022-02-15T14:00:10.765,2022-02-15,14:00:10.765,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_e70a9258357f4faf,Casting_class1/train/good/2022-02-15_14_00_10_765_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_c1552bb8f688,hss_iad_casting_raw_v1,,,
piece_event_a4b7028197fd,Casting_class2:2022-02-15_14_00_10_765,Casting_class2,2022-02-15_14_00_10_765,2022-02-15T14:00:10.765,2022-02-15,14:00:10.765,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_b91ee65c64690b24,Casting_class2/train/good/2022-02-15_14_00_10_765_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a4b7028197fd,hss_iad_casting_raw_v1,,,
piece_event_6ec68006ce94,Casting_class3:2022-02-15_14_00_10_765,Casting_class3,2022-02-15_14_00_10_765,2022-02-15T14:00:10.765,2022-02-15,14:00:10.765,train,good,False,2,Casting_class3,Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_b21ffc475af9c2a6|iqa_casting_b02a604b4c59f003,Casting_class3/train/good/2022-02-15_14_00_10_765_3_2.jpg|Casting_class3/train/good/2022-02-15_14_00_10_765_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_6ec68006ce94,hss_iad_casting_raw_v1,,,
piece_event_0240396b06bd,Casting_class1:2022-02-15_14_02_57_512,Casting_class1,2022-02-15_14_02_57_512,2022-02-15T14:02:57.512,2022-02-15,14:02:57.512,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_65743666734cb6b7,Casting_class1/train/good/2022-02-15_14_02_57_512_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_0240396b06bd,hss_iad_casting_raw_v1,,,
piece_event_06314478b5b2,Casting_class2:2022-02-15_14_02_57_512,Casting_class2,2022-02-15_14_02_57_512,2022-02-15T14:02:57.512,2022-02-15,14:02:57.512,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_2269b1dee1aa3633,Casting_class2/train/good/2022-02-15_14_02_57_512_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_06314478b5b2,hss_iad_casting_raw_v1,,,
piece_event_a9b90b0422b0,Casting_class3:2022-02-15_14_02_57_512,Casting_class3,2022-02-15_14_02_57_512,2022-02-15T14:02:57.512,2022-02-15,14:02:57.512,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_6d8d086fd7eebd70|iqa_casting_21ed3a9d12595acb|iqa_casting_b10bfadcd8c0432b,Casting_class3/train/good/2022-02-15_14_02_57_512_2_1.jpg|Casting_class3/train/good/2022-02-15_14_02_57_512_3_2.jpg|Casting_class3/train/good/2022-02-15_14_02_57_512_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_a9b90b0422b0,hss_iad_casting_raw_v1,,,
piece_event_78ff700dc96b,Casting_class1:2022-02-15_14_11_05_407,Casting_class1,2022-02-15_14_11_05_407,2022-02-15T14:11:05.407,2022-02-15,14:11:05.407,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_7e42163bc85d49be,Casting_class1/train/good/2022-02-15_14_11_05_407_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_78ff700dc96b,hss_iad_casting_raw_v1,,,
piece_event_f2c2abccbfd6,Casting_class2:2022-02-15_14_11_05_407,Casting_class2,2022-02-15_14_11_05_407,2022-02-15T14:11:05.407,2022-02-15,14:11:05.407,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_a6ec2ec76297f1e7,Casting_class2/train/good/2022-02-15_14_11_05_407_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_f2c2abccbfd6,hss_iad_casting_raw_v1,,,
piece_event_99871f20b577,Casting_class3:2022-02-15_14_11_05_407,Casting_class3,2022-02-15_14_11_05_407,2022-02-15T14:11:05.407,2022-02-15,14:11:05.407,train,good,False,2,Casting_class3,Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_ca7012080b3736a2|iqa_casting_b71225413b7e897e,Casting_class3/train/good/2022-02-15_14_11_05_407_3_2.jpg|Casting_class3/train/good/2022-02-15_14_11_05_407_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_99871f20b577,hss_iad_casting_raw_v1,,,
piece_event_4691e78d1c43,Casting_class1:2022-02-15_14_11_53_358,Casting_class1,2022-02-15_14_11_53_358,2022-02-15T14:11:53.358,2022-02-15,14:11:53.358,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_0da09068d1cad4bd,Casting_class1/train/good/2022-02-15_14_11_53_358_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4691e78d1c43,hss_iad_casting_raw_v1,,,
piece_event_7f3b6b66bb26,Casting_class2:2022-02-15_14_11_53_358,Casting_class2,2022-02-15_14_11_53_358,2022-02-15T14:11:53.358,2022-02-15,14:11:53.358,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_8ce95c850b7935f1,Casting_class2/train/good/2022-02-15_14_11_53_358_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_7f3b6b66bb26,hss_iad_casting_raw_v1,,,
piece_event_c6ca0df433f8,Casting_class3:2022-02-15_14_11_53_358,Casting_class3,2022-02-15_14_11_53_358,2022-02-15T14:11:53.358,2022-02-15,14:11:53.358,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_cc477503130a7488|iqa_casting_90c7e39684abfeb5|iqa_casting_216d994b636c27ab,Casting_class3/train/good/2022-02-15_14_11_53_358_2_1.jpg|Casting_class3/train/good/2022-02-15_14_11_53_358_3_2.jpg|Casting_class3/train/good/2022-02-15_14_11_53_358_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_c6ca0df433f8,hss_iad_casting_raw_v1,,,
piece_event_4d8d29b80c39,Casting_class1:2022-02-15_14_17_11_251,Casting_class1,2022-02-15_14_17_11_251,2022-02-15T14:17:11.251,2022-02-15,14:17:11.251,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_eb51eaa0bd1e9e0a,Casting_class1/train/good/2022-02-15_14_17_11_251_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4d8d29b80c39,hss_iad_casting_raw_v1,,,
piece_event_b22f88959e1d,Casting_class2:2022-02-15_14_17_11_251,Casting_class2,2022-02-15_14_17_11_251,2022-02-15T14:17:11.251,2022-02-15,14:17:11.251,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_1814df990d159db0,Casting_class2/train/good/2022-02-15_14_17_11_251_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_b22f88959e1d,hss_iad_casting_raw_v1,,,
piece_event_031cf4a5d6cb,Casting_class3:2022-02-15_14_17_11_251,Casting_class3,2022-02-15_14_17_11_251,2022-02-15T14:17:11.251,2022-02-15,14:17:11.251,train,good,False,2,Casting_class3,Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_f199e3335c1e74a4|iqa_casting_7cb6bd43d9a9911c,Casting_class3/train/good/2022-02-15_14_17_11_251_3_2.jpg|Casting_class3/train/good/2022-02-15_14_17_11_251_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_031cf4a5d6cb,hss_iad_casting_raw_v1,,,
piece_event_0d84ca137e3f,Casting_class1:2022-02-15_14_19_17_511,Casting_class1,2022-02-15_14_19_17_511,2022-02-15T14:19:17.511,2022-02-15,14:19:17.511,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_cd10a835ecf25639,Casting_class1/train/good/2022-02-15_14_19_17_511_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_0d84ca137e3f,hss_iad_casting_raw_v1,,,
piece_event_bcdd0a554e00,Casting_class2:2022-02-15_14_19_17_511,Casting_class2,2022-02-15_14_19_17_511,2022-02-15T14:19:17.511,2022-02-15,14:19:17.511,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_ee940d41b4edeede,Casting_class2/train/good/2022-02-15_14_19_17_511_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_bcdd0a554e00,hss_iad_casting_raw_v1,,,
piece_event_ba7b184b37e7,Casting_class3:2022-02-15_14_19_17_511,Casting_class3,2022-02-15_14_19_17_511,2022-02-15T14:19:17.511,2022-02-15,14:19:17.511,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_e4b9a0089ee36615|iqa_casting_e20bf7407a398eea|iqa_casting_1fd3f9323f7f3561,Casting_class3/train/good/2022-02-15_14_19_17_511_2_1.jpg|Casting_class3/train/good/2022-02-15_14_19_17_511_3_2.jpg|Casting_class3/train/good/2022-02-15_14_19_17_511_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_ba7b184b37e7,hss_iad_casting_raw_v1,,,
piece_event_360011fbaf9c,Casting_class1:2022-02-15_14_25_25_872,Casting_class1,2022-02-15_14_25_25_872,2022-02-15T14:25:25.872,2022-02-15,14:25:25.872,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_d1135de02cdb7616,Casting_class1/train/good/2022-02-15_14_25_25_872_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_360011fbaf9c,hss_iad_casting_raw_v1,,,
piece_event_d50719e983e6,Casting_class2:2022-02-15_14_25_25_872,Casting_class2,2022-02-15_14_25_25_872,2022-02-15T14:25:25.872,2022-02-15,14:25:25.872,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_2b7a3182b962cb9e,Casting_class2/train/good/2022-02-15_14_25_25_872_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_d50719e983e6,hss_iad_casting_raw_v1,,,
piece_event_f594d2f25413,Casting_class3:2022-02-15_14_25_25_872,Casting_class3,2022-02-15_14_25_25_872,2022-02-15T14:25:25.872,2022-02-15,14:25:25.872,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_841cb2ea0addc0e5|iqa_casting_53ded299049fd529|iqa_casting_c32ac8adb9474b4f,Casting_class3/train/good/2022-02-15_14_25_25_872_2_1.jpg|Casting_class3/train/good/2022-02-15_14_25_25_872_3_2.jpg|Casting_class3/train/good/2022-02-15_14_25_25_872_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_f594d2f25413,hss_iad_casting_raw_v1,,,
piece_event_1fc93e4154da,Casting_class2:2022-02-15_14_42_53_698,Casting_class2,2022-02-15_14_42_53_698,2022-02-15T14:42:53.698,2022-02-15,14:42:53.698,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_decf54d75b6ee48a|iqa_casting_c30af1cb3b8234b8|iqa_casting_e0d9550c9d73eff5,Casting_class2/train/good/2022-02-15_14_42_53_698_1_1.jpg|Casting_class2/train/good/2022-02-15_14_42_53_698_1_2.jpg|Casting_class2/train/good/2022-02-15_14_42_53_698_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_1fc93e4154da,hss_iad_casting_raw_v1,,,
piece_event_92e8ade07eb1,Casting_class1:2022-02-15_14_55_50_078,Casting_class1,2022-02-15_14_55_50_078,2022-02-15T14:55:50.078,2022-02-15,14:55:50.078,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_aec3bc9e8999f676,Casting_class1/train/good/2022-02-15_14_55_50_078_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_92e8ade07eb1,hss_iad_casting_raw_v1,,,
piece_event_40ada0d43be3,Casting_class2:2022-02-15_14_55_50_078,Casting_class2,2022-02-15_14_55_50_078,2022-02-15T14:55:50.078,2022-02-15,14:55:50.078,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_cfc96a01ecf40d68,Casting_class2/train/good/2022-02-15_14_55_50_078_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_40ada0d43be3,hss_iad_casting_raw_v1,,,
piece_event_16673842d955,Casting_class3:2022-02-15_14_55_50_078,Casting_class3,2022-02-15_14_55_50_078,2022-02-15T14:55:50.078,2022-02-15,14:55:50.078,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_a9a62539ff2bbabb|iqa_casting_e9dbfb3f77c1c6c7|iqa_casting_8c369955c32ded0e,Casting_class3/train/good/2022-02-15_14_55_50_078_2_1.jpg|Casting_class3/train/good/2022-02-15_14_55_50_078_3_2.jpg|Casting_class3/train/good/2022-02-15_14_55_50_078_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_16673842d955,hss_iad_casting_raw_v1,,,
piece_event_53c6f019861f,Casting_class2:2022-02-15_14_56_28_224,Casting_class2,2022-02-15_14_56_28_224,2022-02-15T14:56:28.224,2022-02-15,14:56:28.224,train,good,False,3,Casting_class2,Casting_class2:1_1|Casting_class2:1_2|Casting_class2:1_3,False,iqa_casting_6675edad67d330e3|iqa_casting_e8d8b8e01e1d4cb3|iqa_casting_cf54950a6ad5a4fe,Casting_class2/train/good/2022-02-15_14_56_28_224_1_1.jpg|Casting_class2/train/good/2022-02-15_14_56_28_224_1_2.jpg|Casting_class2/train/good/2022-02-15_14_56_28_224_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_53c6f019861f,hss_iad_casting_raw_v1,,,
piece_event_4481eec49056,Casting_class1:2022-02-15_14_56_58_970,Casting_class1,2022-02-15_14_56_58_970,2022-02-15T14:56:58.970,2022-02-15,14:56:58.970,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_b10d9c407b77a9c6,Casting_class1/train/good/2022-02-15_14_56_58_970_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_4481eec49056,hss_iad_casting_raw_v1,,,
piece_event_9c9229ae90ac,Casting_class2:2022-02-15_14_56_58_970,Casting_class2,2022-02-15_14_56_58_970,2022-02-15T14:56:58.970,2022-02-15,14:56:58.970,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_7b84cafa6a646a3d,Casting_class2/train/good/2022-02-15_14_56_58_970_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_9c9229ae90ac,hss_iad_casting_raw_v1,,,
piece_event_f6c681db91fb,Casting_class3:2022-02-15_14_56_58_970,Casting_class3,2022-02-15_14_56_58_970,2022-02-15T14:56:58.970,2022-02-15,14:56:58.970,train,good,False,3,Casting_class3,Casting_class3:2_1|Casting_class3:3_2|Casting_class3:3_3,False,iqa_casting_baa0299a53c1b186|iqa_casting_ea7d56fea7c6cd98|iqa_casting_54af6d9814be8730,Casting_class3/train/good/2022-02-15_14_56_58_970_2_1.jpg|Casting_class3/train/good/2022-02-15_14_56_58_970_3_2.jpg|Casting_class3/train/good/2022-02-15_14_56_58_970_3_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_f6c681db91fb,hss_iad_casting_raw_v1,,,
piece_event_2fd9ecd91775,Casting_class1:2022-02-15_15_04_47_338,Casting_class1,2022-02-15_15_04_47_338,2022-02-15T15:04:47.338,2022-02-15,15:04:47.338,train,good,False,1,Casting_class1,Casting_class1:2_3,False,iqa_casting_9593d214e101ba57,Casting_class1/train/good/2022-02-15_15_04_47_338_2_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_2fd9ecd91775,hss_iad_casting_raw_v1,,,
piece_event_9f511003a2ee,Casting_class2:2022-02-15_15_04_47_338,Casting_class2,2022-02-15_15_04_47_338,2022-02-15T15:04:47.338,2022-02-15,15:04:47.338,train,good,False,1,Casting_class2,Casting_class2:1_3,False,iqa_casting_cef237d70c92989e,Casting_class2/train/good/2022-02-15_15_04_47_338_1_3.jpg,hss_iad_casting_raw_v1,casting_piece_events_v001,piece_event_9f511003a2ee,hss_iad_casting_raw_v1,,,
