image_id,event_id,source_class,split_set,label,is_defective,relative_path,source_path_exists,sha256,has_gt_mask,gt_mask_relative_path,gt_mask_source_path_exists,n_images_for_event
iqa_casting_90558de6b67c8b05,piece_event_a2351fc75507,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_41_10_881_3_2.jpg,true,2f4e7606b7f7b9e84d6e99f7cf32ee05daedbffc00d02246562d6ecacd18884a,false,,false,3
iqa_casting_6135f8e0973ec968,piece_event_a2351fc75507,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_41_10_881_3_3.jpg,true,8ab84bac0d7d894b87b4627ca3bdbc395a02a56184e58f41a7979013f57dbf1f,false,,false,3
iqa_casting_3d923938eae66acc,piece_event_454fe629d3f0,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_13_42_54_185_2_3.jpg,true,bb300f790ade81425efab34d277e94ff6c549cc148f0e3b53137159c0ddee596,false,,false,1
iqa_casting_f0a8e457608f3ea8,piece_event_e6b0b5831c76,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_13_42_54_185_1_3.jpg,true,a6478fa782dbc00be18713fbc0d47916e6a761d71f3f339ac69afb14e0251949,false,,false,1
iqa_casting_ce1e1e358cc772aa,piece_event_e0d0ec8693ea,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_42_54_185_2_1.jpg,true,4a8f2054daf93032663455f05bc92471624164f7b38af239857fecd637742bf9,false,,false,3
iqa_casting_52c4aa9140e6c935,piece_event_e0d0ec8693ea,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_42_54_185_3_2.jpg,true,607b2390f9cd038940ed2d6625114742e4d3694ed4e646e748210321c7ba726b,false,,false,3
iqa_casting_c4537978d4691511,piece_event_e0d0ec8693ea,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_42_54_185_3_3.jpg,true,3348f39bca7eaca70cc2d9117d23fef8d59326faa1b65631fe8a0e44b0b90f22,false,,false,3
iqa_casting_713284320d94d63d,piece_event_86660d81c8e4,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_13_46_49_556_2_3.jpg,true,5e18defd6191cdef363f84fdbe017260058f8dfca5b995a756a84d4090940827,false,,false,1
iqa_casting_2b0eecc2db953f69,piece_event_a50209aaf76c,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_46_49_556_3_2.jpg,true,a8fc2cbebbb0e6607f1459ad1d26bf6f2f95c4400f9a203db9627e89232cb87e,false,,false,2
iqa_casting_0d1832dbbacbb19a,piece_event_a50209aaf76c,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_46_49_556_3_3.jpg,true,504bd4319edeebadeaaa5286539588005dfe404418f84a9da5a7199c6ef2c0e6,false,,false,2
iqa_casting_7ffd5f03d7c20892,piece_event_4ea8ff707fc2,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_13_50_02_414_2_3.jpg,true,414c0c824689837d78ba51df0dfc489fc7cdc1c0ecbfd04d8ff4b7d349b008fc,false,,false,1
iqa_casting_7a4b903b33d03c0a,piece_event_1e631f79d937,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_50_02_414_2_1.jpg,true,ce184990168798c2b4aebcf12bc2144015a402f0bf2e7406f54275d695106dea,false,,false,2
iqa_casting_d0d55b9e451a022c,piece_event_1e631f79d937,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_50_02_414_3_3.jpg,true,73da2a33349b0430f1380d6c1d66d8af1c6747b98e06e1159895d784d0ac06ed,false,,false,2
iqa_casting_f4aeb96081288daa,piece_event_deb4e39aaacd,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_13_58_57_200_2_3.jpg,true,26faae55d78e743888a7f39dcea094e9c53f0988005c86a5890aba4316a3ecc2,false,,false,1
iqa_casting_b9fd0fd91db358df,piece_event_4305eaf0e66b,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_13_58_57_200_1_3.jpg,true,47038164660f9c02002258b0b103ccd7793269e7997322da853b447272b7d856,false,,false,1
iqa_casting_ee7a447035374c9e,piece_event_af4b96faa3f7,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_58_57_200_2_1.jpg,true,90c888089d36e046bb086f3b1d45b4153a5b5a1ae0bcaf23dc76282861de6e99,false,,false,2
iqa_casting_9a59ddb2ce8271c9,piece_event_af4b96faa3f7,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_13_58_57_200_3_3.jpg,true,e2ce6c70cbc679ff02da95768020d6fa9eaa496bf4113a89f59148d429140fd9,false,,false,2
iqa_casting_e70a9258357f4faf,piece_event_c1552bb8f688,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_00_10_765_2_3.jpg,true,d23b9ba3bc76497762a7bf9e5deabe44d6fad39609ddf52e864fedd1ad4538e6,false,,false,1
iqa_casting_b91ee65c64690b24,piece_event_a4b7028197fd,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_00_10_765_1_3.jpg,true,a8446faa4dc64e28904d022b16bd6116ac27b578a45a30cf81755486b1fd50b8,false,,false,1
iqa_casting_b21ffc475af9c2a6,piece_event_6ec68006ce94,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_00_10_765_3_2.jpg,true,5fa53ea4765d389fbcf2cb68a33cff4c3307967d8e19b7043f57d64b38577e1c,false,,false,2
iqa_casting_b02a604b4c59f003,piece_event_6ec68006ce94,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_00_10_765_3_3.jpg,true,1cf7008d75ba15c0765f2ab2721dde12dad0df5611b37ff28e7fdbc43f85df5b,false,,false,2
iqa_casting_65743666734cb6b7,piece_event_0240396b06bd,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_02_57_512_2_3.jpg,true,8849a59aa295d3254d109a881c86b84bea67e3a13b3de71aceff0d9a9189ac95,false,,false,1
iqa_casting_2269b1dee1aa3633,piece_event_06314478b5b2,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_02_57_512_1_3.jpg,true,514ef0da734c9a7cb491835375b5c473fe20c441ddcd1cc3143492638d5aae9e,false,,false,1
iqa_casting_6d8d086fd7eebd70,piece_event_a9b90b0422b0,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_02_57_512_2_1.jpg,true,c51ec94ef40498b48932231773cc9a1dd430fed77175726eef62cfbb04dab005,false,,false,3
iqa_casting_21ed3a9d12595acb,piece_event_a9b90b0422b0,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_02_57_512_3_2.jpg,true,c6b2b9f2243f00c2d39a7f7a96a53b572e5a4b1647558df8c84b943e452761bb,false,,false,3
iqa_casting_b10bfadcd8c0432b,piece_event_a9b90b0422b0,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_02_57_512_3_3.jpg,true,49a634d150801ec1da524e717b4290b41e7d0c501dd8d3408a35c585c907f49c,false,,false,3
iqa_casting_7e42163bc85d49be,piece_event_78ff700dc96b,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_11_05_407_2_3.jpg,true,449e3404dbdcfe018b7e374a837a885bfe4a7c99f8950585573bf6f4ff1b8092,false,,false,1
iqa_casting_a6ec2ec76297f1e7,piece_event_f2c2abccbfd6,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_11_05_407_1_3.jpg,true,9b422d45c9ff6e1a29ce035f025f7aef672265b47f98c394ea21db18c691dad5,false,,false,1
iqa_casting_ca7012080b3736a2,piece_event_99871f20b577,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_11_05_407_3_2.jpg,true,97db789645f1c11a48a2767e45767819ad8f661aab8e9d2dad65001bc526b093,false,,false,2
iqa_casting_b71225413b7e897e,piece_event_99871f20b577,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_11_05_407_3_3.jpg,true,9037a4de0cfd249f876dddd1eca425c20ed1029ded59de6145106f0e8079cf75,false,,false,2
iqa_casting_0da09068d1cad4bd,piece_event_4691e78d1c43,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_11_53_358_2_3.jpg,true,ce003881784c4a547dec0d0e2162a2fda2d1f1cf1d33254652bf2ba45c379f9f,false,,false,1
iqa_casting_8ce95c850b7935f1,piece_event_7f3b6b66bb26,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_11_53_358_1_3.jpg,true,7b365f99edd8eebb2565539031d5dad70b2775a4cc6c3ad1819f8c0aafd7209a,false,,false,1
iqa_casting_cc477503130a7488,piece_event_c6ca0df433f8,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_11_53_358_2_1.jpg,true,9fac52b0cab05fad2c776fb92e56c80ae668cf52a39ce0f4f420b482f440e7cc,false,,false,3
iqa_casting_90c7e39684abfeb5,piece_event_c6ca0df433f8,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_11_53_358_3_2.jpg,true,e8bdfa09a38896201e2b99282fb68da44cac4e93c468d230245cd55f7d66002e,false,,false,3
iqa_casting_216d994b636c27ab,piece_event_c6ca0df433f8,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_11_53_358_3_3.jpg,true,02eaf6c286743e4f487fe7a9bb8f1e0246fe786722594a593afd4050e2536b4c,false,,false,3
iqa_casting_eb51eaa0bd1e9e0a,piece_event_4d8d29b80c39,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_17_11_251_2_3.jpg,true,b5840bb9af22e18d82983ac04c30dcb1a0914af0b18d1ee95f579a3c8c209f0f,false,,false,1
iqa_casting_1814df990d159db0,piece_event_b22f88959e1d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_17_11_251_1_3.jpg,true,abb04713dda6316105ec5a6d3304028b5aa2527a3fbdc0df7e6dcc526906f937,false,,false,1
iqa_casting_f199e3335c1e74a4,piece_event_031cf4a5d6cb,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_17_11_251_3_2.jpg,true,2848084a26a1c10dff18592de4c708afcf3e488d6cfebfd57059d34d6083668a,false,,false,2
iqa_casting_7cb6bd43d9a9911c,piece_event_031cf4a5d6cb,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_17_11_251_3_3.jpg,true,44aa137132830f0ce2fe55e9a8e51a85d8d1dfca32fee2427505b5605a42fdee,false,,false,2
iqa_casting_cd10a835ecf25639,piece_event_0d84ca137e3f,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_19_17_511_2_3.jpg,true,422b86d4364c6113ab09287c851aa65a2237d514e66e10eff25e4b010a08aae0,false,,false,1
iqa_casting_ee940d41b4edeede,piece_event_bcdd0a554e00,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_19_17_511_1_3.jpg,true,07d1b873d076341a62ea9424e6807973ef319655840713636640372d65c1a73e,false,,false,1
iqa_casting_e4b9a0089ee36615,piece_event_ba7b184b37e7,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_19_17_511_2_1.jpg,true,8d2c74038e8efaa501640e64bfc21c66807f6054431a2c4dfd254b752cddeb5e,false,,false,3
iqa_casting_e20bf7407a398eea,piece_event_ba7b184b37e7,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_19_17_511_3_2.jpg,true,5009044a0de6953b439280b9ed19df848219fe609d02c435213fb25e203b6aec,false,,false,3
iqa_casting_1fd3f9323f7f3561,piece_event_ba7b184b37e7,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_19_17_511_3_3.jpg,true,47749db224ac5ff57ecfbe814629d5d076a1af167052ab7d88be0286981ec0fd,false,,false,3
iqa_casting_d1135de02cdb7616,piece_event_360011fbaf9c,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_25_25_872_2_3.jpg,true,a34fe4cab04a91893d77220959e45cef06bc223ab49d02330279a6a65a4f30b5,false,,false,1
iqa_casting_2b7a3182b962cb9e,piece_event_d50719e983e6,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_25_25_872_1_3.jpg,true,56f363c57d099b713ef49e5a29afadf92f4575b1e5938d478a9c5eec56a4b6bb,false,,false,1
iqa_casting_841cb2ea0addc0e5,piece_event_f594d2f25413,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_25_25_872_2_1.jpg,true,8e91236c1c5f362d3db4ccf2652f9ae87455aea47be7576cf12d17accf9eac91,false,,false,3
iqa_casting_53ded299049fd529,piece_event_f594d2f25413,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_25_25_872_3_2.jpg,true,6e0db3217c80866816d4f90acc266051f3c3fb5aba54d4d68a46dd505b6d2017,false,,false,3
iqa_casting_c32ac8adb9474b4f,piece_event_f594d2f25413,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_25_25_872_3_3.jpg,true,318fd877a8f5940734c1b39beb4a40044215cc0839afd52fca5d6c2a4eed3ba6,false,,false,3
iqa_casting_decf54d75b6ee48a,piece_event_1fc93e4154da,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_42_53_698_1_1.jpg,true,79397817694414eb8275f57b8ad56acc0b05774e4f7f227a271584d71d182572,false,,false,3
iqa_casting_c30af1cb3b8234b8,piece_event_1fc93e4154da,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_42_53_698_1_2.jpg,true,760d79389ac325a42a9de3d96aa567f784b1fcf68d74d8ac0984bd948de2393e,false,,false,3
iqa_casting_e0d9550c9d73eff5,piece_event_1fc93e4154da,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_42_53_698_1_3.jpg,true,b43d0b9944e1670f11813db0c2bfbc4cf5d8a5fe2df665397ed7fbed5846b9e5,false,,false,3
iqa_casting_aec3bc9e8999f676,piece_event_92e8ade07eb1,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_55_50_078_2_3.jpg,true,b233a1797871e76ca1848777b6a7057d912ed10590872f7eda4bef9fbfb76535,false,,false,1
iqa_casting_cfc96a01ecf40d68,piece_event_40ada0d43be3,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_55_50_078_1_3.jpg,true,b857f1aff111997607fe2ea0b6aca9a1658e84821ad58cd275c6ed17f9507277,false,,false,1
iqa_casting_a9a62539ff2bbabb,piece_event_16673842d955,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_55_50_078_2_1.jpg,true,1a8bca165c10da51924f6783d62ae9066516aeec8ba3890261806f3ebdf53343,false,,false,3
iqa_casting_e9dbfb3f77c1c6c7,piece_event_16673842d955,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_55_50_078_3_2.jpg,true,49a16924d158b9f84453a6f616b6ad3ec61c6c6536e5a49e77a01838aead6486,false,,false,3
iqa_casting_8c369955c32ded0e,piece_event_16673842d955,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_55_50_078_3_3.jpg,true,f91f4236822b3a99eaba4845166eee272d05e128aff9ab7903665e58e9477265,false,,false,3
iqa_casting_6675edad67d330e3,piece_event_53c6f019861f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_56_28_224_1_1.jpg,true,2731f9c56d7b3a6de8a6ef1a68d5d3cf4722f9c53879ec3f2faa7b9d55d9fc40,false,,false,3
iqa_casting_e8d8b8e01e1d4cb3,piece_event_53c6f019861f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_56_28_224_1_2.jpg,true,9c1f27b1e43ac6b3a6241b689a4ad60e546bb2fc66277f116fa085ad657fc860,false,,false,3
iqa_casting_cf54950a6ad5a4fe,piece_event_53c6f019861f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_56_28_224_1_3.jpg,true,afb486de62392a8ff8dbba6f637ab07f3858c23549aeb98b89449439f8b085dd,false,,false,3
iqa_casting_b10d9c407b77a9c6,piece_event_4481eec49056,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_14_56_58_970_2_3.jpg,true,07c2eb6ad54dee13b37c82ec641071a3b461b2c79d408ce276b2565e66a2fb25,false,,false,1
iqa_casting_7b84cafa6a646a3d,piece_event_9c9229ae90ac,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_14_56_58_970_1_3.jpg,true,5fe16af7c7a08e77c71d0f75d76e027dd4a547e874af54c0bf889eb71912b1a9,false,,false,1
iqa_casting_baa0299a53c1b186,piece_event_f6c681db91fb,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_56_58_970_2_1.jpg,true,0d954db6248bc7c3216642caaffe681c696f1e19cb5ee51a3665a1c61ea8c486,false,,false,3
iqa_casting_ea7d56fea7c6cd98,piece_event_f6c681db91fb,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_56_58_970_3_2.jpg,true,6abf204c4823aff45adcc0a1debf96b6805ce531f9c0f07c91f4a7c0c7204ad3,false,,false,3
iqa_casting_54af6d9814be8730,piece_event_f6c681db91fb,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_14_56_58_970_3_3.jpg,true,7da1b0cd5e54a97f4e879b8556812c88ed6feaf0db23c08384937a500645f04f,false,,false,3
iqa_casting_9593d214e101ba57,piece_event_2fd9ecd91775,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_15_04_47_338_2_3.jpg,true,b59da305f349fce9d33c1d725973d88b3dfe2ab816215bec3543d77c836d4b6b,false,,false,1
iqa_casting_cef237d70c92989e,piece_event_9f511003a2ee,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_04_47_338_1_3.jpg,true,4856b397a81ba6d7e7355cbf33aa8ebdea3547b546ae309e46a617059ec68beb,false,,false,1
iqa_casting_5cf029ca9667a695,piece_event_495a96a64374,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_04_47_338_2_1.jpg,true,091449344b5cfba146e82ad6c5279653449d1dde453ae7d0a1077b994da7c005,false,,false,3
iqa_casting_23cb6fdf9c0d45c9,piece_event_495a96a64374,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_04_47_338_3_2.jpg,true,4d2644b3ffead8a91d3ce8a2b2b25350df2fdcb7c3823a3fd3dcf9026387f44f,false,,false,3
iqa_casting_018e76259bb387f5,piece_event_495a96a64374,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_04_47_338_3_3.jpg,true,9d58a719263683db960ff69ba33f8577ad66a2413c0ff9d628b241f527bb7dc4,false,,false,3
iqa_casting_83493d9059355b61,piece_event_9f956f4e737f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_08_55_197_1_1.jpg,true,462ae9c32a5691a70ef9b848066d0d0d6b3921c1319ca2ca56e7922794609151,false,,false,4
iqa_casting_faca87dec4d47515,piece_event_9f956f4e737f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_08_55_197_1_2.jpg,true,8bd9adf6277f08ed9db997bc6e7d20b9fc73876bf34cae44ed18c2e96d0ff17c,false,,false,4
iqa_casting_41b919f8e2f78138,piece_event_9f956f4e737f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_08_55_197_2_1.jpg,true,6c28c1ceeecf0d6dbe7c216b0b5f3a3454313a7051a35f2048043002936cbd56,false,,false,4
iqa_casting_bea320e722daf04a,piece_event_9f956f4e737f,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_08_55_197_2_2.jpg,true,885fd2644ea2f118f063acb834833f95011e4c65796bb8515e9e5039309626e2,false,,false,4
iqa_casting_0c8e3437ef9bcc07,piece_event_0a391d1b1b1d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_10_16_618_1_1.jpg,true,65305b86d7d8f666575acab19ea34a311a7c94a3596426676fa83a8211c5a3d3,false,,false,4
iqa_casting_5c56a903b80f386d,piece_event_0a391d1b1b1d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_10_16_618_1_2.jpg,true,0d6892d7234f38170e19fdf731ddeca3cc13954861e3c42c1ac435f62ee78495,false,,false,4
iqa_casting_2c124c11be845d55,piece_event_0a391d1b1b1d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_10_16_618_2_1.jpg,true,0d5a0ea31102e9d6b85ccdee9b70a2e3f99821c794d353390f088a143d3a8a54,false,,false,4
iqa_casting_f5cc517b9cf66897,piece_event_0a391d1b1b1d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_10_16_618_2_2.jpg,true,c1c35d4cfe3bef397f9173a98a82f8f9f54ca636e900266847e08a535b431522,false,,false,4
iqa_casting_d887a28ba8934404,piece_event_9778a6766de7,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_15_10_43_437_2_3.jpg,true,82408e4d64ebb2cb4b7079b4a05aec2276e3fccc73145605439fd6135bf8bc14,false,,false,1
iqa_casting_7c9da78b38d45c42,piece_event_565eb52aec33,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_10_43_437_1_3.jpg,true,328f6df800ebd47c06a955616af2fcbf64cd36a7ffff3f1433867c68412625e8,false,,false,1
iqa_casting_c11707cad928f5e5,piece_event_0da03d373bc9,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_10_43_437_2_1.jpg,true,f26848ae1a8ebf15d0958b393e32260f06599d0833930e66f4d8d6033946dd33,false,,false,3
iqa_casting_d3f9d3fec6272029,piece_event_0da03d373bc9,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_10_43_437_3_2.jpg,true,4809a0fc4e48154b0330e9f085b5947475f1fba0094ad48ae979f89c9a33dd5b,false,,false,3
iqa_casting_da3b47bad0a729c2,piece_event_0da03d373bc9,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_10_43_437_3_3.jpg,true,18df2c175c62b3360edcabd25a744ecaab68521b9aafd7d023502c76fc4c8e25,false,,false,3
iqa_casting_098a3b7fe513bbd0,piece_event_ddfc3c06443e,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_11_04_771_1_1.jpg,true,6292cf92238d3434ee964f2d67af10e7d873cb99ffac68a40e225f41a02f4a45,false,,false,4
iqa_casting_67b5d34c80a851ae,piece_event_ddfc3c06443e,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_11_04_771_1_2.jpg,true,43745e4d3f897e0fa2e3b1535896bf76ca3e2d54814919d2314af9f19f88817d,false,,false,4
iqa_casting_106cf1be2a1b3fe7,piece_event_ddfc3c06443e,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_11_04_771_2_1.jpg,true,5f1550541376159647cf1cfb0a9a96c1894228e272f9f29de813d83496555f1c,false,,false,4
iqa_casting_a18194daba6e98ba,piece_event_ddfc3c06443e,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_11_04_771_2_2.jpg,true,1d883b08e78a797e2a3bf5f35c117874ee90abfc2fcb98f392cab5b52e2e7502,false,,false,4
iqa_casting_d08f3e3760f37f3a,piece_event_d0e066cc0609,Casting_class1,train,good,false,Casting_class1/train/good/2022-02-15_15_13_44_612_2_3.jpg,true,9abd714b6ece0c7bd4a79a8d6ab3e69809fbf64d359149548e9bd433d0dc557b,false,,false,1
iqa_casting_d853a29baf34dd85,piece_event_e49326fe890d,Casting_class2,train,good,false,Casting_class2/train/good/2022-02-15_15_13_44_612_1_3.jpg,true,03fe0230312ccdf7d77070e56b6dff244d008b38ea36d0e6756308387d6f0e8f,false,,false,1
iqa_casting_8adef5aa46458abc,piece_event_8f143199d40d,Casting_class3,train,good,false,Casting_class3/train/good/2022-02-15_15_13_44_612_2_1.jpg,true,7daacab979cf4be5beff57a3491dc8192dc0d0f646613a75fb37819cc6b2050e,false,,false,3
