simulated_event_id,scenario_id,scenario_type,scenario_phase,is_representative,sequence_number,scheduled_at,production_date,shift_id,station_id,lot_id,sequence_in_lot,piece_serial,source_event_id,source_event_key,source_class,source_group_key,source_timestamp,label,is_defective,expected_review_required,n_images,source_classes,view_pairs,image_ids,relative_paths,event_time,recorded_at,is_simulated,roi_model_version,feature_ae_version,raw_dataset_id,manifest_id,piece_event_id,dataset_version,replay_id,validation_id,scenario_version,gt_mask_paths,event_id,event_key,group_key,source_date,source_time,split_set,has_mask
sim_event_a6cbdc9f60c5,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,11,2026-06-27T08:20:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,4,STABLE_BASELINE_PIECE_B-P0011-72d6aed5,piece_event_54eb03323bf9,Casting_class1:2022-02-18_10_41_02_417#v2,Casting_class1,2022-02-18_10_41_02_417,2022-02-18T10:41:02.417,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_5026fef1c1221f9d,Casting_class1/train/good/2022-02-18_10_41_02_417_1_3.jpg,2026-06-27T08:20:00,2026-06-27T08:20:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_54eb03323bf9,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_175a94e9c5f3,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,12,2026-06-27T08:22:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,4,STABLE_BASELINE_PIECE_B-P0012-962b80fb,piece_event_54eb03323bf9,Casting_class1:2022-02-18_10_41_02_417#v3,Casting_class1,2022-02-18_10_41_02_417,2022-02-18T10:41:02.417,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_282976ebfd3f794f,Casting_class1/train/good/2022-02-18_10_41_02_417_2_3.jpg,2026-06-27T08:22:00,2026-06-27T08:22:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_54eb03323bf9,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_694b88ea29bc,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,13,2026-06-27T08:24:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,5,STABLE_BASELINE_PIECE_B-P0013-eba72e41,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v1,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_847a76ae5b0e92bf,Casting_class1/train/good/2022-02-18_10_45_01_532_1_2.jpg,2026-06-27T08:24:00,2026-06-27T08:24:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_de522d773ae3,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,14,2026-06-27T08:26:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,5,STABLE_BASELINE_PIECE_B-P0014-9db93f3a,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v2,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_b81362341a839f8a,Casting_class1/train/good/2022-02-18_10_45_01_532_1_3.jpg,2026-06-27T08:26:00,2026-06-27T08:26:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_ea443297311f,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,15,2026-06-27T08:28:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,5,STABLE_BASELINE_PIECE_B-P0015-4ad88323,piece_event_d42564e664c9,Casting_class1:2022-02-18_10_45_01_532#v3,Casting_class1,2022-02-18_10_45_01_532,2022-02-18T10:45:01.532,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_34a9072e983ee2cd,Casting_class1/train/good/2022-02-18_10_45_01_532_2_3.jpg,2026-06-27T08:28:00,2026-06-27T08:28:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_d42564e664c9,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_495ef53c2ec5,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,16,2026-06-27T08:30:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,6,STABLE_BASELINE_PIECE_B-P0016-71ca9663,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v1,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_7b03cfba14891384,Casting_class1/train/good/2022-02-18_10_51_36_789_1_2.jpg,2026-06-27T08:30:00,2026-06-27T08:30:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_3eb043338083,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_f4fc5ad0b2fb,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,17,2026-06-27T08:32:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,6,STABLE_BASELINE_PIECE_B-P0017-53b36a71,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v2,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_5874df8e0bba4718,Casting_class1/train/good/2022-02-18_10_51_36_789_1_3.jpg,2026-06-27T08:32:00,2026-06-27T08:32:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_3eb043338083,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_72a789b62d14,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,18,2026-06-27T08:34:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,6,STABLE_BASELINE_PIECE_B-P0018-25abc1b9,piece_event_3eb043338083,Casting_class1:2022-02-18_10_51_36_789#v3,Casting_class1,2022-02-18_10_51_36_789,2022-02-18T10:51:36.789,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_8887928afe20972b,Casting_class1/train/good/2022-02-18_10_51_36_789_2_3.jpg,2026-06-27T08:34:00,2026-06-27T08:34:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_3eb043338083,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_96d7d32a41c8,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,19,2026-06-27T08:36:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,7,STABLE_BASELINE_PIECE_B-P0019-d3c401fc,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v1,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_5ec759b37b9a2b9c,Casting_class1/train/good/2022-02-18_10_55_35_015_1_2.jpg,2026-06-27T08:36:00,2026-06-27T08:36:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_18cfa0fd0c74,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,20,2026-06-27T08:38:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,7,STABLE_BASELINE_PIECE_B-P0020-5c600273,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v2,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_e6cbec5dfcff7dbb,Casting_class1/train/good/2022-02-18_10_55_35_015_1_3.jpg,2026-06-27T08:38:00,2026-06-27T08:38:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_31b946fb6ef2,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,21,2026-06-27T08:40:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,7,STABLE_BASELINE_PIECE_B-P0021-e8eb12e8,piece_event_f5a99c4628ff,Casting_class1:2022-02-18_10_55_35_015#v3,Casting_class1,2022-02-18_10_55_35_015,2022-02-18T10:55:35.015,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_2a50db753d394bb4,Casting_class1/train/good/2022-02-18_10_55_35_015_2_3.jpg,2026-06-27T08:40:00,2026-06-27T08:40:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f5a99c4628ff,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_f09d0e6bdebe,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,22,2026-06-27T08:42:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,8,STABLE_BASELINE_PIECE_B-P0022-8475f1a3,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v1,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_03c0b48ec0c88f9f,Casting_class1/train/good/2022-02-18_10_59_41_854_1_2.jpg,2026-06-27T08:42:00,2026-06-27T08:42:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_f08cecd73792,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,23,2026-06-27T08:44:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,8,STABLE_BASELINE_PIECE_B-P0023-876f35e4,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v2,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:1_3,iqa_casting_ecdb88700c4d7c55,Casting_class1/train/good/2022-02-18_10_59_41_854_1_3.jpg,2026-06-27T08:44:00,2026-06-27T08:44:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_8c5cc3f3541b,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,24,2026-06-27T08:46:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,8,STABLE_BASELINE_PIECE_B-P0024-76f2d4f7,piece_event_0345b3864fbb,Casting_class1:2022-02-18_10_59_41_854#v3,Casting_class1,2022-02-18_10_59_41_854,2022-02-18T10:59:41.854,good,False,False,1,Casting_class1,Casting_class1:2_3,iqa_casting_c78b3f2f84befaeb,Casting_class1/train/good/2022-02-18_10_59_41_854_2_3.jpg,2026-06-27T08:46:00,2026-06-27T08:46:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_0345b3864fbb,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
sim_event_acdfeca3fb0b,production_replay_natural_piece_b_to_piece_a_p4_drift,production_drift,stable_baseline_piece_b,False,25,2026-06-27T08:48:00,2026-06-27,day_shift,QC-CASTING-01,IQA-PB-P4DRIFT-STABLE-L001,9,STABLE_BASELINE_PIECE_B-P0025-993e46b7,piece_event_f3a13ab2a3a0,Casting_class1:2022-02-18_11_03_44_165#v1,Casting_class1,2022-02-18_11_03_44_165,2022-02-18T11:03:44.165,good,False,False,1,Casting_class1,Casting_class1:1_2,iqa_casting_3f1220fb9b864252,Casting_class1/train/good/2022-02-18_11_03_44_165_1_2.jpg,2026-06-27T08:48:00,2026-06-27T08:48:00,True,roi_segmenter_v001_fixed,rd_feature_ae_gated_v001_bootstrap,hss_iad_casting_raw_v1,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,piece_event_f3a13ab2a3a0,production_replay_natural_piece_b_to_piece_a_p4_drift,production_replay_natural_piece_b_to_piece_a_p4_drift,,casting_flux_replay_plan_piece_b_to_piece_a_p4_drift_v001,,,,,,,,
